Index,Method,Sheet_ID,Date,Date_survey_started,Start Time,End Time,Start GPS Name,End GPS Name,Start Y,Start X,Start Temp (c),,End Y,End X,End Temp (c),Observers,Scribe,Survey,Number,No,Time,Species,Y,Y_old,X,X_old,SVL_mm,Color,Nuptial_Pads,gravid,STAGE,Use_for_size,Mass,Disposition,Microhabitat,Habitat_type,Burrow(Y/N),Burrow_Depth,GPS Waypoint,COMMENTS,Time to process,Toads Missed,QC
1163,RoadVES,SCTR-11-MAY-2017-04,11-May-17,11-May-17,,,,,,,,,,,,HM,RH,1,,49,2336,SCHO,4118433,,364711,,36.8,GY,N,N,SNBA,,,,,,,,GPS 5 - 651,,,,
1354,RoadVES,SCTR-14-May-2017,14-May-17,14-May-17,2115,,,,,,20,,,,,HM,RH,2,,50,2256,SCHO,4120098,,365774,,36.8,GY,N,N,SNBA,,,,,,,,757,,,,
1509,RoadVES,SCTR-16-MAY-2017-02,17-May-17,16-May-17,2105,,,,,,,,,,,RH/ADS,ADS/RH,3,,89,42,SCHO,4120075,,364747,,36.8,G,N,N,SNBA,,,,,,,,,,,,
1684,RoadVES,SCTR-17-MAY-2017-03,17-May-17,17-May-17,2125,,,,,,28.7,,,,,HM/NK,NK,4,,7,2215,SCHO,4118535,,366465,,36.8,GY,N,N,SNBA,,,,,,,,898,,,,
2115,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,177,2308,SCHO,4119376,,367597,,36.8,GY,N,N,SNBA,,,,,,,,1166,,,,
584,RoadVES,SCTR-09-MAY-2016-01,9-May-16,9-May-16,2145,,,,4118457,364943,,,,,,"ADS, MRL, scribe BN",,3,584,26,2224,SCHO,4118425,,364765,,36.9,G,N,N,SNBA,,4.4,A,L.L.,-,N,,-,,,,
814,RoadVES,SCTR-23-MAY-2016-01,23-May-16,23-May-16,23:50,0:47,-,-,-,-,-,,4120150,364979,-,-,,6,814,9,24,SCHO,4120049,,365145,,36.9,GY,N,N,SNBA,,-,-,L.L.,-,N,,#349/8,,,,
1236,RoadVES,SCTR-14-MAY-2017-01,14-May-17,14-May-17,2115,,,,,,20,,,,,ADS,AC,2,,26,2158,SCHO,4120411,,365749,,36.9,G,N,N,SNBA,,,,,,,,,,,,
1258,RoadVES,SCTR-14-MAY-2017-02,14-May-17,14-May-17,,,,,,,,,,,,,,2,,48,2238,SCHO,4120178,,365741,,36.9,G,N,N,SNBA,,,,,,,,,,,,
1525,RoadVES,SCTR-16-May-2017-04,16-May-17,16-May-17,,,,,,,19.5,76.6,,,,HM,NK,3,,3,2115,SCHO,4119992,,364127,,36.9,GY,N,N,SNBA,,,,,,,,816,,,,
1681,RoadVES,SCTR-17-MAY-2017-03,17-May-17,17-May-17,2125,,,,,,28.7,,,,,HM/NK,NK,4,,4,2207,SCHO,4118586,,366481,,36.9,GY,N,N,SNBA,,,,,,,,895,,,,
2111,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,173,2305,SCHO,4119346,,367647,,36.9,G,N,N,SNBA,,,,,,,,,,,,
2165,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,227,2349,SCHO,4119683,,367624,,36.9,GY,N,N,SNBA,,,,,,,,,,,,
2223,RoadVES,SCTR-19-MAY-2017-06,20-May-17,19-May-17,,,,,,,,,,,,,,6,,284,58,SCHO,4120629,,363765,,36.9,G,N,N,SNBA,,,,,,,,,,,,
347,RoadVES,SCTR-22-APR-2016-01,22-Apr-16,22-Apr-16,2029,58,479,476,4118460,364962,,,4118409,365810,64F,"ADS, AO",,1,347,15,2055,SCHO,4118469,,365244,,37,G,N,N,SNBA,,-,A,L.L.,Forest,N,,382,,,,
591,RoadVES,SCTR-09-MAY-2016-01,9-May-16,9-May-16,2145,,,,4118457,364943,,,,,,"ADS, MRL, scribe BN",,3,591,33,2235,SCHO,4118446,,364733,,37,GY,N,N,SNBA,,5.6,A,L.L.,-,N,,-,,,,
1270,RoadVES,SCTR-14-MAY-2017-02,14-May-17,14-May-17,,,,,,,,,,,,,,2,,60,2319,SCHO,4119820,,365517,,37,GY,N,N,SNBA,,,,,,,,,,,,
1360,RoadVES,SCTR-14-May-2017,14-May-17,14-May-17,2115,,,,,,20,,,,,HM,RH,2,,56,2315,SCHO,4119863,,365578,,37,GY,N,N,SNBA,,,,,,,,764,,,,
1536,RoadVES,SCTR-16-May-2017-04,16-May-17,16-May-17,,,,,,,19.5,76.6,,,,HM,NK,3,,14,2156,SCHO,4119915,,364265,,37,GY,N,N,SNBA,,,,,,,,826,,,,
1986,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,46,2145,SCHO,4119046,,367365,,37,DY,N,N,SNBA,,,,,,,,1101,,,,
2029,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,90,2210,SCHO,4119088,,367427,,37,GY,N,N,SNBA,,,,,,,,1120,,,,
652,RoadVES,SCTR-09-MAY-2016-01,9-May-16,9-May-16,2145,,,,4118457,364943,,,,,,"ADS, MRL, scribe BN",,3,652,94,2345,SCHO,4118438,,364533,,37.1,GY,N,N,SNBA,,6.2,A,L.L.,-,N,,-,,,,
659,RoadVES,SCTR-09-MAY-2016-01,9-May-16,9-May-16,2145,,,,4118457,364943,,,,,,"ADS, MRL, scribe BN",,3,659,101,2355,SCHO,4118430,,364514,,37.1,G,N,N,SNBA,,PEED,A,L.L.,-,N,,-,,,,
742,RoadVES,SCTR-11-MAY-2016-01,11-May-16,11-May-16,1:10,2:32,,,4118567,364246,17.9,,4118426,364197,16.4,"ADS, MRL, BN",,4,742,17,139,SCHO,4118522,,364204,,37.1,DY,N,N,SNBA,,-,-,L.L.,-,N,,-,,0:51,0,
752,RoadVES,SCTR-11-MAY-2016-01,11-May-16,11-May-16,1:10,2:32,,,4118567,364246,17.9,,4118426,364197,16.4,"ADS, MRL, BN",,4,752,27,152,SCHO,4118505,,364193,,37.1,G,N,N,SNBA,,-,-,L.L.,-,N,,-,,0,,
1172,RoadVES,SCTR-11-MAY-2017-04,11-May-17,11-May-17,,,,,,,,,,,,HM,RH,1,,58,2356,SCHO,4118424,,364764,,37.1,GY,N,N,SNBA,,,,,,,,GPS 5 - 660,,,,
1556,RoadVES,SCTR-16-May-2017-04,16-May-17,16-May-17,,,,,,,19.5,76.6,,,,HM,NK,3,,34,2321,SCHO,4120000,,364498,,37.1,DY,N,N,SNBA,,,,,,,,846,,,,
1971,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,31,2135,SCHO,4118961,,367354,,37.1,G,N,N,SNBA,,,,,,,,,,,,
2049,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,110,2222,SCHO,4119103,,367481,,37.1,G,N,N,SNBA,,,,,,,,,,,,
2061,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,122,2227,SCHO,4119138,,367445,,37.1,GY,N,N,SNBA,,,,,,,,1138,,,,
2149,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,211,2336,SCHO,4119614,,367614,,37.1,GY,N,N,SNBA,,,,,,,,1183,,,,
578,RoadVES,SCTR-09-MAY-2016-01,9-May-16,9-May-16,2145,,,,4118457,364943,,,,,,"ADS, MRL, scribe BN",,3,578,20,2218,SCHO,4118435,,364815,,37.2,GY,N,N,SNBA,,5.3,A,L.L.,-,N,,-,,,,
595,RoadVES,SCTR-09-MAY-2016-01,9-May-16,9-May-16,2145,,,,4118457,364943,,,,,,"ADS, MRL, scribe BN",,3,595,37,2239,SCHO,4118436,,364716,,37.2,GY,N,N,SNBA,,5.9,A,L.L.,-,N,,-,,,,
649,RoadVES,SCTR-09-MAY-2016-01,9-May-16,9-May-16,2145,,,,4118457,364943,,,,,,"ADS, MRL, scribe BN",,3,649,91,2343,SCHO,4118470,,364566,,37.2,GY,N,N,SNBA,,6.2,A,L.L.,-,N,,-,,,,
778,RoadVES,SCTR-11-MAY-2016-02,11-May-16,11-May-16,1:10,2:32,,,4118567,364246,17.9,,4118426,364197,16.4,"ADS, MRL, BN",,4,778,53,226,SCHO,4118459,,364211,,37.2,G,N,N,SNBA,,-,-,L.L.,-,N,,-,,-,0,
1120,RoadVES,SCTR-11-MAY-2017-03,11-May-17,11-May-17,,,,,,,,,,,,,,1,,6,2128,SCHO,4118517,,364339,,37.2,G,N,N,SNBA,,,,,,,,GPS 5 - 610,,,,
1174,RoadVES,SCTR-11-MAY-2017-04,12-May-17,11-May-17,,,,,,,,,,,,HM,RH,1,,60,0,SCHO,4118436,,364778,,37.2,G,N,N,SNBA,,,,,,,,GPS 5 - 662,,,,
1349,RoadVES,SCTR-14-MAY-2017-04,14-May-17,14-May-17,,,,,,,,,,,,,,2,,45,2249,SCHO,4120148,,365766,,37.2,GY,N,N,SNBA,,,,,,,,GPS 5 - 752,,,,
1553,RoadVES,SCTR-16-May-2017-04,16-May-17,16-May-17,,,,,,,19.5,76.6,,,,HM,NK,3,,31,2308,SCHO,4119975,,364442,,37.2,GY,N,N,SNBA,,,,,,,,843,,,,
1789,RoadVES,SCTR-18-May-2017-01,18-May-17,18-May-17,2056,,,,,,26.6,66.5,,,,HM,RH,5,,16,2151,SCHO,4119003,,364427,,37.2,DY,N,N,SNBA,,,,,,,,1008,,,,
2194,RoadVES,SCTR-19-MAY-2017-06,20-May-17,19-May-17,,,,,,,,,,,,,,6,,256,7,SCHO,4119778,,367613,,37.2,G,N,N,SNBA,,,,,,,,,,,,
624,RoadVES,SCTR-09-MAY-2016-01,9-May-16,9-May-16,2145,,,,4118457,364943,,,,,,"ADS, MRL, scribe BN",,3,624,66,2316,SCHO,4118440,,364618,,37.3,GY,N,N,SNBA,,6.5,A,L.L.,-,N,,-,,,,
797,RoadVES,SCTR-14-MAY-2016-01,14-May-16,14-May-16,23:23,0:20,Junction of ftown loop,#377/5,,,15.1,,4120639,363762,16.1,"ADS, MRL",,5,797,13,2350,SCHO,4120847,,363760,,37.3,GY,N,N,SNBA,,-,-,L.L.,Forest,N,,#274/8,,,,
975,RoadVES,SCTR-20-JUL-2016-01,20-Jul-16,20-Jul-16,-,-,-,-,4119769,364520,-,,412000,364110,-,,,10,975,30,-,SCHO,4119962,,364122,,37.3,G,N,N,SNBA,,-,OK,L.L.,-,N,,-,,,,
1490,RoadVES,SCTR-16-MAY-2017-02,16-May-17,16-May-17,2105,,,,,,,,,,,RH/ADS,ADS/RH,3,,70,2340,SCHO,4119706,,364628,,37.3,GY,N,N,SNBA,,,,,,,,,,,,
1512,RoadVES,SCTR-16-MAY-2017-02,17-May-17,16-May-17,2105,,,,,,,,,,,RH/ADS,ADS/RH,3,,92,48,SCHO,4120053,,364725,,37.3,G,N,N,SNBA,,,,,,,,,,,,
1592,RoadVES,SCTR-16-May-2017-04,17-May-17,16-May-17,,,,,,,19.5,76.6,,,,HM,NK,3,,70,53,SCHO,4120034,,364667,,37.3,GY,N,N,SNBA,,,,,,,,882,,,,
394,RoadVES,SCTR-22-APR-2016-02,22-Apr-16,22-Apr-16,2029,58,479,476,4118460,364962,,,4118409,365810,64F,"ADS, AO",,1,394,62,2235,SCHO,4118396,,365481,,37.4,G,N,N,SNBA,,-,A,L.L.,Forest,N,,,,,,
653,RoadVES,SCTR-09-MAY-2016-01,9-May-16,9-May-16,2145,,,,4118457,364943,,,,,,"ADS, MRL, scribe BN",,3,653,95,2347,SCHO,4118477,,364561,,37.4,GY,N,N,SNBA,,4.8,A,L.L.,-,N,,-,,,,
1118,RoadVES,SCTR-11-MAY-2017-03,11-May-17,11-May-17,,,,,,,,,,,,,,1,,4,2122,SCHO,4118518,,364337,,37.4,GY,N,N,SNBA,,,,,,,,GPS 5 - 608,,,,
1137,RoadVES,SCTR-11-MAY-2017-03,11-May-17,11-May-17,,,,,,,,,,,,,,1,,23,2217,SCHO,4118451,,364442,,37.4,G,N,N,SNBA,,,,,,,,GPS 5 - 627,"4 toads within 2 meter radius, tallied in ""missed""",,,
1280,RoadVES,SCTR-14-MAY-2017-02,14-May-17,14-May-17,,,,,,,,,,,,,,2,,70,2338,SCHO,4119908,,365244,,37.4,G,N,N,SNBA,,,,,,,,,,,,
558,RoadVES,SCTR-27-APR-2016-03,28-Apr-16,27-Apr-16,23:05,1:50,#021/8,,4118404,365819,#062/8,,4118595,366481,,"AO, ADS, SB",,2,558,93,1:47,SCHO,4118586,,366479,,37.5,G,N,N,SNBA,,9,A,L.L.,-,N,,#061/8,,,,
722,RoadVES,SCTR-09-MAY-2016-01,10-May-16,9-May-16,2145,,,,4118457,364943,,,,,,"ADS, MRL, scribe BN",,3,722,164,125,SCHO,4118545,,364266,,37.5,GY,N,N,SNBA,,6.7,N,L.L.,-,N,,-,,,,
1069,RoadVES,SCTR-11-MAY-2017-01,11-May-17,11-May-17,2109,,,,,,15.7,95.8,,,,ADS,AC,1,,46,2247,SCHO,4118470,,364551,,37.5,G,N,N,SNBA,,,,,,,,,,,,
1269,RoadVES,SCTR-14-MAY-2017-02,14-May-17,14-May-17,,,,,,,,,,,,,,2,,59,2315,SCHO,4119831,,365553,,37.5,GY,N,N,SNBA,,,,,,,,,,,,
1323,RoadVES,SCTR-14-MAY-2017-04,14-May-17,14-May-17,,,,,,,,,,,,,,2,,19,2206,SCHO,4120418,,365791,,37.5,GY,N,N,SNBA,,,,,,,,GPS 5 - 731,,,,
1516,RoadVES,SCTR-16-MAY-2017-02,17-May-17,16-May-17,2105,,,,,,,,,,,RH/ADS,ADS/RH,3,,96,113,SCHO,4119706,,364679,,37.5,G,N,N,SNBA,,,,,,,,,,,,
565,RoadVES,SCTR-09-MAY-2016-01,9-May-16,9-May-16,2145,,,,4118457,364943,,,,,,"ADS, MRL, scribe BN",,3,565,7,2156,SCHO,4118411,,364857,,37.6,G,N,N,SNBA,,5.3,A,L.L.,-,N,,-,,,,
758,RoadVES,SCTR-11-MAY-2016-02,11-May-16,11-May-16,1:10,2:32,,,4118567,364246,17.9,,4118426,364197,16.4,"ADS, MRL, BN",,4,758,33,207,SCHO,4118495,,364188,,37.6,GY,N,N,SNBA,,-,-,L.L.,-,N,,-,,-,-,
1230,RoadVES,SCTR-14-MAY-2017-01,14-May-17,14-May-17,2115,,,,,,20,,,,,ADS,AC,2,,20,2151,SCHO,4120431,,365735,,37.6,G,N,N,SNBA,,,,,,,,,,,,
1294,RoadVES,SCTR-14-MAY-2017-02,15-May-17,14-May-17,,,,,,,,,,,,,,2,,84,2,SCHO,4120071,,365153,,37.6,G,N,N,SNBA,,,,,,,,,,,,
1331,RoadVES,SCTR-14-MAY-2017-04,14-May-17,14-May-17,,,,,,,,,,,,,,2,,27,2225,SCHO,4120242,,365812,,37.6,GY,N,N,SNBA,,,,,,,,GPS 5 - 739,(R) eye trauma,,,
1588,RoadVES,SCTR-16-May-2017-04,17-May-17,16-May-17,,,,,,,19.5,76.6,,,,HM,NK,3,,66,42,SCHO,4120024,,364650,,37.6,GY,N,N,SNBA,,,,,,,,878,,,,
1590,RoadVES,SCTR-16-May-2017-04,17-May-17,16-May-17,,,,,,,19.5,76.6,,,,HM,NK,3,,68,49,SCHO,4120032,,364669,,37.6,G,N,N,SNBA,,,,,,,,880,,,,
1989,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,49,2147,SCHO,4118983,,367375,,37.6,G,N,N,SNBA,,,,,,,,,,,,
2058,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,119,2226,SCHO,4119123,,367463,,37.6,GY,N,N,SNBA,,,,,,,,,,,,
551,RoadVES,SCTR-27-APR-2016-03,28-Apr-16,27-Apr-16,23:05,1:50,#021/8,,4118404,365819,#062/8,,4118595,366481,,"AO, ADS, SB",,2,551,86,1:35,SCHO,4118575,,366463,,37.7,G,N,N,SNBA,,-,A,L.L.,-,N,,#151/5,,,,
779,RoadVES,SCTR-11-MAY-2016-02,11-May-16,11-May-16,1:10,2:32,,,4118567,364246,17.9,,4118426,364197,16.4,"ADS, MRL, BN",,4,779,54,226,SCHO,4118459,,364211,,37.7,GY,N,N,SNBA,,-,-,L.L.,-,N,,-,,-,0,
1489,RoadVES,SCTR-16-MAY-2017-02,16-May-17,16-May-17,2105,,,,,,,,,,,RH/ADS,ADS/RH,3,,69,2338,SCHO,4119743,,364600,,37.7,G,N,N,SNBA,,,,,,,,,,,,
1801,RoadVES,SCTR-18-May-2017-01,18-May-17,18-May-17,2056,,,,,,26.6,66.5,,,,HM,RH,5,,28,2213,SCHO,4119145,,364472,,37.7,GY,N,N,SNBA,,,,,,,,1020,,,,
1963,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,23,2130,SCHO,4118944,,367301,,37.7,G,N,N,SNBA,,,,,,,,,,,,
2092,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,153,2250,SCHO,4119234,,367575,,37.7,GY,N,N,SNBA,,,,,,,,,,,,
603,RoadVES,SCTR-09-MAY-2016-01,9-May-16,9-May-16,2145,,,,4118457,364943,,,,,,"ADS, MRL, scribe BN",,3,603,45,2248,SCHO,4118448,,364719,,37.8,GY,N,N,SNBA,,6.1,A,L.L.,-,N,,-,,,,
911,RoadVES,SCTR-11-JUL-2016-01,11-Jul-16,11-Jul-16,2331,41,,French artillery park,-,-,-,,4119074,364479,-,-,,9,911,13,-,SCHO,4119270,,364564,,37.8,DY,N,N,SNBA,,-,OK,L.L.,-,N,,-,,,,
968,RoadVES,SCTR-20-JUL-2016-01,20-Jul-16,20-Jul-16,-,-,-,-,4119769,364520,-,,412000,364110,-,,,10,968,23,-,SCHO,4119943,,364140,,37.8,GY,N,N,SNBA,,-,OK,L.L.,-,N,,-,,,,
1091,RoadVES,SCTR-11-MAY-2017-02,11-May-17,11-May-17,2109,,,,,,15.7,95.8,,,,ADS,AC,1,,68,2332,SCHO,4118454,,364706,,37.8,G,N,N,SNBA,,,,,,,,,,,,
1443,RoadVES,SCTR-16- MAY-2017-01,16-May-17,16-May-17,2105,,,,,,19.5,76.6,,,,ADS,RH,3,,23,2151,SCHO,4119871,,364233,,37.8,G,N,N,SNBA,,,,,,,,,,,,
1583,RoadVES,SCTR-16-May-2017-04,17-May-17,16-May-17,,,,,,,19.5,76.6,,,,HM,NK,3,,61,35,SCHO,4120015,,364656,,37.8,G,N,N,SNBA,,,,,,,,873,,,,
2007,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,67,2157,SCHO,4119034,,367414,,37.8,GY,N,N,SNBA,,,,,,,,1109,,,,
2153,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,215,2339,SCHO,4119621,,367640,,37.8,GY,N,N,SNBA,,,,,,,,,,,,
2183,RoadVES,SCTR-19-MAY-2017-06,20-May-17,19-May-17,,,,,,,,,,,,,,6,,245,3,SCHO,4119736,,367618,,37.8,G,N,N,SNBA,,,,,,,,,,,,
2186,RoadVES,SCTR-19-MAY-2017-06,20-May-17,19-May-17,,,,,,,,,,,,,,6,,248,3,SCHO,4119743,,367618,,37.8,DY,N,N,SNBA,,,,,,,,,,,,
410,RoadVES,SCTR-22-APR-2016-03,22-Apr-16,22-Apr-16,2029,58,479,476,4118460,364962,,,4118409,365810,64F,"ADS, AO",,1,410,78,2315,SCHO,4118446,,365622,,37.9,G,N,N,SNBA,,-,A,L.L.,Forest,N,,430,,,,
503,RoadVES,SCTR-27-APR-2016-02,28-Apr-16,27-Apr-16,23:05,1:50,#021/8,,4118404,365819,#062/8,,4118595,366481,,"AO, ADS, SB",,2,503,38,0:24,SCHO,4118360,,366224,,37.9,GY,N,N,SNBA,,6.3,A,L.L.,-,N,,#041/8,,,,
579,RoadVES,SCTR-09-MAY-2016-01,9-May-16,9-May-16,2145,,,,4118457,364943,,,,,,"ADS, MRL, scribe BN",,3,579,21,2219,SCHO,4118424,,364798,,37.9,G,N,N,SNBA,,5.2,A,L.L.,-,N,,-,,,,
1038,RoadVES,SCTR-11-MAY-2017-01,11-May-17,11-May-17,2109,,,,,,15.7,95.8,,,,ADS,AC,1,,15,2138,SCHO,4118536,,364391,,37.9,G,N,N,SNBA,,,,,,,,,,,,
1063,RoadVES,SCTR-11-MAY-2017-01,11-May-17,11-May-17,2109,,,,,,15.7,95.8,,,,ADS,AC,1,,40,2233,SCHO,4118466,,364500,,37.9,G,N,N,SNBA,,,,,,,,,,,,
1299,RoadVES,SCTR-14-MAY-2017-02,15-May-17,14-May-17,,,,,,,,,,,,,,2,,89,17,SCHO,4120160,,364919,,37.9,GY,N,N,SNBA,,,,,,,,,,,,
1356,RoadVES,SCTR-14-May-2017,14-May-17,14-May-17,2115,,,,,,20,,,,,HM,RH,2,,52,2300,SCHO,4120080,42120080,365755,,37.9,G,N,N,SNBA,,,,,,,,759,,,,
1435,RoadVES,SCTR-16- MAY-2017-01,16-May-17,16-May-17,2105,,,,,,19.5,76.6,,,,ADS,RH,3,,15,2136,SCHO,4119913,,364153,,37.9,GY,N,N,SNBA,,,,,,,,,,,,
1715,RoadVES,SCTR-17-MAY-2017-03,17-May-17,17-May-17,2125,,,,,,28.7,,,,,HM/NK,NK,4,,38,2311,SCHO,4118414,,366357,,37.9,G,N,N,SNBA,,,,,,,,931,,,,
2054,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,115,2224,SCHO,4119123,,367429,,37.9,GY,N,N,SNBA,,,,,,,,1134,,,,
550,RoadVES,SCTR-27-APR-2016-03,28-Apr-16,27-Apr-16,23:05,1:50,#021/8,,4118404,365819,#062/8,,4118595,366481,,"AO, ADS, SB",,2,550,85,1:35,SCHO,4118575,,366463,,38,GY,N,N,SNBA,,-,A,L.L.,-,N,,#151/5,,,,
790,RoadVES,SCTR-14-MAY-2016-01,14-May-16,14-May-16,23:23,0:20,Junction of ftown loop,#377/5,,,15.1,,4120639,363762,16.1,"ADS, MRL",,5,790,6,2335,SCHO,4120918,,363700,,38,GY,N,N,SNBA,,5.9,-,L.L.,Forest,N,,#367/5,,,,
963,RoadVES,SCTR-20-JUL-2016-01,20-Jul-16,20-Jul-16,-,-,-,-,4119769,364520,-,,412000,364110,-,,,10,963,18,-,SCHO,4119918,,364162,,38,DY,N,N,SNBA,,-,OK,L.L.,-,N,,-,,,,
1081,RoadVES,SCTR-11-MAY-2017-02,11-May-17,11-May-17,2109,,,,,,15.7,95.8,,,,ADS,AC,1,,58,2306,SCHO,4118460,,364618,,38,G,N,N,SNBA,,,,,,,,,,,,
1202,RoadVES,SCTR-12-MAY-2017-02,14-May-17,14-May-17,,,,,,,,,,,,HM,RH,2,,6,2240,SCHO,4118978,,367362,,38,G,N,N,SNBA,,,,,,,,GPS 5 - 686,,,,
1357,RoadVES,SCTR-14-May-2017,14-May-17,14-May-17,2115,,,,,,20,,,,,HM,RH,2,,53,2302,SCHO,4120069,,365765,,38,GY,N,N,SNBA,,,,,,,,760,,,,
1366,RoadVES,SCTR-14-May-2017,14-May-17,14-May-17,2115,,,,,,20,,,,,HM,RH,2,,62,2339,SCHO,4119929,,365256,,38,G,N,N,SNBA,,,,,,,,770,,,,
1429,RoadVES,SCTR-16- MAY-2017-01,16-May-17,16-May-17,2105,,,,,,19.5,76.6,,,,ADS,RH,3,,9,2125,SCHO,4119938,,364142,,38,GY,N,N,SNBA,,,,,,,,,,,,
1587,RoadVES,SCTR-16-May-2017-04,17-May-17,16-May-17,,,,,,,19.5,76.6,,,,HM,NK,3,,65,41,SCHO,4120030,,364660,,38,GY,N,N,SNBA,,,,,,,,877,,,,
2047,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,108,2221,SCHO,4119103,,367480,,38,G,N,N,SNBA,,,,,,,,,,,,
2110,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,172,2305,SCHO,4119346,,367647,,38,G,N,N,SNBA,,,,,,,,,,,,
726,RoadVES,SCTR-11-MAY-2016-01,11-May-16,11-May-16,1:10,2:32,,,4118567,364246,17.9,,4118426,364197,16.4,"ADS, MRL, BN",,4,726,1,111,SCHO,4118548,,364242,,38.1,GY,N,N,SNBA,,7.3,-,L.L.,-,N,,-,,1:56,5,
1096,RoadVES,SCTR-11-MAY-2017-02,11-May-17,11-May-17,2109,,,,,,15.7,95.8,,,,ADS,AC,1,,73,2343,SCHO,4118448,,364709,,38.1,G,N,N,SNBA,,,,,,,,,,,,
1365,RoadVES,SCTR-14-May-2017,14-May-17,14-May-17,2115,,,,,,20,,,,,HM,RH,2,,61,2337,SCHO,4119933,,365262,,38.1,GY,N,N,SNBA,,,,,,,,769,,,,
1584,RoadVES,SCTR-16-May-2017-04,17-May-17,16-May-17,,,,,,,19.5,76.6,,,,HM,NK,3,,62,37,SCHO,4120014,,364662,,38.1,GY,N,N,SNBA,,,,,,,,874,,,,
1598,RoadVES,SCTR-16-May-2017-04,17-May-17,16-May-17,,,,,,,19.5,76.6,,,,HM,NK,3,,76,116,SCHO,4119723,,364669,,38.1,GY,N,N,SNBA,,,,,,,,888,,,,
1636,RoadVES,SCTR-17-May-2017-01,17-May-17,17-May-17,,,,,,,24,76.6,,,,ADS,RH,4,,35,2338,SCHO,4118424,,365386,,38.1,G,N,N,SNBA,,,,,,,,,,,,
1656,RoadVES,SCTR-17-May-2017-02,18-May-17,17-May-17,,,,,,,24,76.6,,,,ADS,RH,4,,55,29,SCHO,4118426,4418426,365701,,38.1,G,N,N,SNBA,,,,,,,,,,,,
1717,RoadVES,SCTR-17-MAY-2017-03,17-May-17,17-May-17,2125,,,,,,28.7,,,,,HM/NK,NK,4,,40,2315,SCHO,4118409,,366360,,38.1,G,N,N,SNBA,,,,,,,,933,,,,
2025,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,85,2207,SCHO,4119086,,367424,,38.1,GY,N,N,SNBA,,,,,,,,1117,slug in mouth,,,
2050,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,111,2223,SCHO,4119120,,367437,,38.1,GY,N,N,SNBA,,,,,,,,1133,,,,
425,RoadVES,SCTR-22-APR-2016-03,22-Apr-16,22-Apr-16,2029,58,479,476,4118460,364962,,,4118409,365810,64F,"ADS, AO",,1,425,93,2341,SCHO,4118439,,365676,,38.2,G,N,N,SNBA,,-,A,L.L.,Forest,N,,443,,,,
577,RoadVES,SCTR-09-MAY-2016-01,9-May-16,9-May-16,2145,,,,4118457,364943,,,,,,"ADS, MRL, scribe BN",,3,577,19,2216,SCHO,4118411,,364844,,38.2,GY,N,N,SNBA,,5.6,A,L.L.,-,N,,-,,,,
